,Total A.4 Expected Annual Damage,Total A.4 Expected Number of Deaths,Total A.4 Dike Investment Costs,Total RfR Total Costs
75,0.0,0.0,47811901.72244589,642800000.0
76,0.0,0.0,47811901.72244589,642800000.0
77,0.0,0.0,47811901.72244589,642800000.0
78,0.0,0.0,47811901.72244589,642800000.0
79,0.0,0.0,47811901.72244589,642800000.0
80,0.0,0.0,47811901.72244589,642800000.0
81,0.0,0.0,47811901.72244589,642800000.0
82,0.0,0.0,47811901.72244589,642800000.0
83,0.0,0.0,47811901.72244589,642800000.0
84,0.0,0.0,47811901.72244589,642800000.0
85,0.0,0.0,47811901.72244589,642800000.0
86,0.0,0.0,47811901.72244589,642800000.0
87,0.0,0.0,47811901.72244589,642800000.0
88,0.0,0.0,47811901.72244589,642800000.0
89,0.0,0.0,47811901.72244589,642800000.0
90,0.0,0.0,47811901.72244589,642800000.0
91,0.0,0.0,47811901.72244589,642800000.0
92,0.0,0.0,47811901.72244589,642800000.0
93,0.0,0.0,47811901.72244589,642800000.0
94,0.0,0.0,47811901.72244589,642800000.0
95,0.0,0.0,47811901.72244589,642800000.0
96,0.0,0.0,47811901.72244589,642800000.0
97,0.0,0.0,47811901.72244589,642800000.0
98,0.0,0.0,47811901.72244589,642800000.0
99,0.0,0.0,47811901.72244589,642800000.0
100,0.0,0.0,47811901.72244589,642800000.0
101,0.0,0.0,47811901.72244589,642800000.0
102,0.0,0.0,47811901.72244589,642800000.0
103,0.0,0.0,47811901.72244589,642800000.0
104,0.0,0.0,47811901.72244589,642800000.0
105,0.0,0.0,47811901.72244589,642800000.0
106,0.0,0.0,47811901.72244589,642800000.0
107,0.0,0.0,47811901.72244589,642800000.0
108,0.0,0.0,47811901.72244589,642800000.0
109,0.0,0.0,47811901.72244589,642800000.0
110,0.0,0.0,47811901.72244589,642800000.0
111,0.0,0.0,47811901.72244589,642800000.0
112,0.0,0.0,47811901.72244589,642800000.0
113,0.0,0.0,47811901.72244589,642800000.0
114,0.0,0.0,47811901.72244589,642800000.0
115,0.0,0.0,47811901.72244589,642800000.0
116,0.0,0.0,47811901.72244589,642800000.0
117,0.0,0.0,47811901.72244589,642800000.0
118,0.0,0.0,47811901.72244589,642800000.0
119,0.0,0.0,47811901.72244589,642800000.0
120,0.0,0.0,47811901.72244589,642800000.0
121,0.0,0.0,47811901.72244589,642800000.0
122,0.0,0.0,47811901.72244589,642800000.0
123,0.0,0.0,47811901.72244589,642800000.0
124,0.0,0.0,47811901.72244589,642800000.0
125,0.0,0.0,47811901.72244589,642800000.0
126,0.0,0.0,47811901.72244589,642800000.0
127,0.0,0.0,47811901.72244589,642800000.0
128,3170729.5435068356,0.00018310135798465095,47811901.72244589,642800000.0
129,0.0,0.0,47811901.72244589,642800000.0
130,0.0,0.0,47811901.72244589,642800000.0
131,0.0,0.0,47811901.72244589,642800000.0
132,0.0,0.0,47811901.72244589,642800000.0
133,0.0,0.0,47811901.72244589,642800000.0
134,0.0,0.0,47811901.72244589,642800000.0
135,0.0,0.0,47811901.72244589,642800000.0
136,0.0,0.0,47811901.72244589,642800000.0
137,0.0,0.0,47811901.72244589,642800000.0
138,0.0,0.0,47811901.72244589,642800000.0
139,0.0,0.0,47811901.72244589,642800000.0
140,0.0,0.0,47811901.72244589,642800000.0
141,0.0,0.0,47811901.72244589,642800000.0
142,0.0,0.0,47811901.72244589,642800000.0
143,0.0,0.0,47811901.72244589,642800000.0
144,0.0,0.0,47811901.72244589,642800000.0
145,0.0,0.0,47811901.72244589,642800000.0
146,0.0,0.0,47811901.72244589,642800000.0
147,0.0,0.0,47811901.72244589,642800000.0
148,470501.97259544634,2.9346980045115937e-05,47811901.72244589,642800000.0
149,0.0,0.0,47811901.72244589,642800000.0
150,0.0,0.0,47811901.72244589,642800000.0
151,0.0,0.0,47811901.72244589,642800000.0
152,0.0,0.0,47811901.72244589,642800000.0
153,0.0,0.0,47811901.72244589,642800000.0
154,0.0,0.0,47811901.72244589,642800000.0
155,0.0,0.0,47811901.72244589,642800000.0
156,0.0,0.0,47811901.72244589,642800000.0
157,0.0,0.0,47811901.72244589,642800000.0
158,0.0,0.0,47811901.72244589,642800000.0
159,0.0,0.0,47811901.72244589,642800000.0
160,282063.88341339916,1.4068419778029111e-05,47811901.72244589,642800000.0
161,0.0,0.0,47811901.72244589,642800000.0
162,0.0,0.0,47811901.72244589,642800000.0
163,0.0,0.0,47811901.72244589,642800000.0
164,0.0,0.0,47811901.72244589,642800000.0
165,148242.10045223756,1.5048946250796052e-05,47811901.72244589,642800000.0
166,0.0,0.0,47811901.72244589,642800000.0
167,0.0,0.0,47811901.72244589,642800000.0
168,0.0,0.0,47811901.72244589,642800000.0
169,0.0,0.0,47811901.72244589,642800000.0
170,0.0,0.0,47811901.72244589,642800000.0
171,0.0,0.0,47811901.72244589,642800000.0
172,1420875.4989079875,6.446738598375539e-05,47811901.72244589,642800000.0
173,0.0,0.0,47811901.72244589,642800000.0
174,0.0,0.0,47811901.72244589,642800000.0
175,0.0,0.0,47811901.72244589,642800000.0
176,0.0,0.0,47811901.72244589,642800000.0
177,0.0,0.0,47811901.72244589,642800000.0
178,0.0,0.0,47811901.72244589,642800000.0
179,0.0,0.0,47811901.72244589,642800000.0
180,0.0,0.0,47811901.72244589,642800000.0
181,0.0,0.0,47811901.72244589,642800000.0
182,0.0,0.0,47811901.72244589,642800000.0
183,0.0,0.0,47811901.72244589,642800000.0
184,3094230.5928881797,0.00017618448950282957,47811901.72244589,642800000.0
185,0.0,0.0,47811901.72244589,642800000.0
186,0.0,0.0,47811901.72244589,642800000.0
187,0.0,0.0,47811901.72244589,642800000.0
188,0.0,0.0,47811901.72244589,642800000.0
189,0.0,0.0,47811901.72244589,642800000.0
190,0.0,0.0,47811901.72244589,642800000.0
191,0.0,0.0,47811901.72244589,642800000.0
192,0.0,0.0,47811901.72244589,642800000.0
193,0.0,0.0,47811901.72244589,642800000.0
194,0.0,0.0,47811901.72244589,642800000.0
195,309185.19763070374,2.964377711019698e-05,47811901.72244589,642800000.0
196,0.0,0.0,47811901.72244589,642800000.0
197,0.0,0.0,47811901.72244589,642800000.0
198,0.0,0.0,47811901.72244589,642800000.0
199,0.0,0.0,47811901.72244589,642800000.0
200,0.0,0.0,47811901.72244589,642800000.0
201,0.0,0.0,47811901.72244589,642800000.0
202,0.0,0.0,47811901.72244589,642800000.0
203,0.0,0.0,47811901.72244589,642800000.0
204,0.0,0.0,47811901.72244589,642800000.0
205,0.0,0.0,47811901.72244589,642800000.0
206,0.0,0.0,47811901.72244589,642800000.0
207,0.0,0.0,47811901.72244589,642800000.0
208,0.0,0.0,47811901.72244589,642800000.0
209,0.0,0.0,47811901.72244589,642800000.0
210,0.0,0.0,47811901.72244589,642800000.0
211,0.0,0.0,47811901.72244589,642800000.0
212,0.0,0.0,47811901.72244589,642800000.0
213,0.0,0.0,47811901.72244589,642800000.0
214,792792.3331708508,7.668922360621737e-05,47811901.72244589,642800000.0
215,0.0,0.0,47811901.72244589,642800000.0
216,0.0,0.0,47811901.72244589,642800000.0
217,0.0,0.0,47811901.72244589,642800000.0
218,0.0,0.0,47811901.72244589,642800000.0
219,0.0,0.0,47811901.72244589,642800000.0
220,0.0,0.0,47811901.72244589,642800000.0
221,211601.45369941668,1.3461536270621872e-05,47811901.72244589,642800000.0
222,0.0,0.0,47811901.72244589,642800000.0
223,0.0,0.0,47811901.72244589,642800000.0
224,0.0,0.0,47811901.72244589,642800000.0
225,0.0,0.0,47811901.72244589,642800000.0
226,0.0,0.0,47811901.72244589,642800000.0
227,0.0,0.0,47811901.72244589,642800000.0
228,0.0,0.0,47811901.72244589,642800000.0
229,0.0,0.0,47811901.72244589,642800000.0
230,0.0,0.0,47811901.72244589,642800000.0
231,0.0,0.0,47811901.72244589,642800000.0
232,0.0,0.0,47811901.72244589,642800000.0
233,0.0,0.0,47811901.72244589,642800000.0
234,0.0,0.0,47811901.72244589,642800000.0
235,0.0,0.0,47811901.72244589,642800000.0
236,0.0,0.0,47811901.72244589,642800000.0
237,0.0,0.0,47811901.72244589,642800000.0
238,0.0,0.0,47811901.72244589,642800000.0
239,0.0,0.0,47811901.72244589,642800000.0
240,139580.5508066058,1.3678700742364195e-05,47811901.72244589,642800000.0
241,0.0,0.0,47811901.72244589,642800000.0
242,0.0,0.0,47811901.72244589,642800000.0
243,0.0,0.0,47811901.72244589,642800000.0
244,0.0,0.0,47811901.72244589,642800000.0
245,0.0,0.0,47811901.72244589,642800000.0
246,0.0,0.0,47811901.72244589,642800000.0
247,1129548.9242735405,6.798423197442835e-05,47811901.72244589,642800000.0
248,0.0,0.0,47811901.72244589,642800000.0
249,0.0,0.0,47811901.72244589,642800000.0
250,0.0,0.0,47811901.72244589,642800000.0
251,0.0,0.0,47811901.72244589,642800000.0
252,226638.3661651848,1.5015265813256757e-05,47811901.72244589,642800000.0
253,0.0,0.0,47811901.72244589,642800000.0
254,0.0,0.0,47811901.72244589,642800000.0
255,0.0,0.0,47811901.72244589,642800000.0
256,0.0,0.0,47811901.72244589,642800000.0
257,0.0,0.0,47811901.72244589,642800000.0
258,0.0,0.0,47811901.72244589,642800000.0
259,0.0,0.0,47811901.72244589,642800000.0
260,0.0,0.0,47811901.72244589,642800000.0
261,0.0,0.0,47811901.72244589,642800000.0
262,0.0,0.0,47811901.72244589,642800000.0
263,0.0,0.0,47811901.72244589,642800000.0
264,0.0,0.0,47811901.72244589,642800000.0
265,0.0,0.0,47811901.72244589,642800000.0
266,0.0,0.0,47811901.72244589,642800000.0
267,0.0,0.0,47811901.72244589,642800000.0
268,0.0,0.0,47811901.72244589,642800000.0
269,0.0,0.0,47811901.72244589,642800000.0
270,0.0,0.0,47811901.72244589,642800000.0
271,0.0,0.0,47811901.72244589,642800000.0
272,0.0,0.0,47811901.72244589,642800000.0
273,0.0,0.0,47811901.72244589,642800000.0
274,0.0,0.0,47811901.72244589,642800000.0
275,0.0,0.0,47811901.72244589,642800000.0
276,0.0,0.0,47811901.72244589,642800000.0
277,0.0,0.0,47811901.72244589,642800000.0
278,0.0,0.0,47811901.72244589,642800000.0
279,0.0,0.0,47811901.72244589,642800000.0
280,0.0,0.0,47811901.72244589,642800000.0
281,0.0,0.0,47811901.72244589,642800000.0
282,0.0,0.0,47811901.72244589,642800000.0
283,0.0,0.0,47811901.72244589,642800000.0
284,4235902.509710239,0.0002413645449775821,47811901.72244589,642800000.0
285,0.0,0.0,47811901.72244589,642800000.0
286,0.0,0.0,47811901.72244589,642800000.0
287,0.0,0.0,47811901.72244589,642800000.0
288,0.0,0.0,47811901.72244589,642800000.0
289,0.0,0.0,47811901.72244589,642800000.0
290,0.0,0.0,47811901.72244589,642800000.0
291,1566314.3617284887,7.605405928235528e-05,47811901.72244589,642800000.0
292,0.0,0.0,47811901.72244589,642800000.0
293,0.0,0.0,47811901.72244589,642800000.0
294,0.0,0.0,47811901.72244589,642800000.0
295,0.0,0.0,47811901.72244589,642800000.0
296,0.0,0.0,47811901.72244589,642800000.0
297,0.0,0.0,47811901.72244589,642800000.0
298,0.0,0.0,47811901.72244589,642800000.0
299,0.0,0.0,47811901.72244589,642800000.0
300,0.0,0.0,47811901.72244589,642800000.0
301,1529175.1927295185,7.309529427672093e-05,47811901.72244589,642800000.0
302,0.0,0.0,47811901.72244589,642800000.0
303,0.0,0.0,47811901.72244589,642800000.0
304,0.0,0.0,47811901.72244589,642800000.0
305,0.0,0.0,47811901.72244589,642800000.0
306,0.0,0.0,47811901.72244589,642800000.0
307,0.0,0.0,47811901.72244589,642800000.0
308,0.0,0.0,47811901.72244589,642800000.0
309,0.0,0.0,47811901.72244589,642800000.0
310,0.0,0.0,47811901.72244589,642800000.0
311,0.0,0.0,47811901.72244589,642800000.0
312,0.0,0.0,47811901.72244589,642800000.0
313,0.0,0.0,47811901.72244589,642800000.0
314,0.0,0.0,47811901.72244589,642800000.0
315,0.0,0.0,47811901.72244589,642800000.0
316,0.0,0.0,47811901.72244589,642800000.0
317,0.0,0.0,47811901.72244589,642800000.0
318,0.0,0.0,47811901.72244589,642800000.0
319,0.0,0.0,47811901.72244589,642800000.0
320,0.0,0.0,47811901.72244589,642800000.0
321,0.0,0.0,47811901.72244589,642800000.0
322,0.0,0.0,47811901.72244589,642800000.0
323,484034.4960796653,3.0745264538139174e-05,47811901.72244589,642800000.0
324,3016444.1359737385,0.00014237465828839083,47811901.72244589,642800000.0
325,0.0,0.0,47811901.72244589,642800000.0
326,0.0,0.0,47811901.72244589,642800000.0
327,0.0,0.0,47811901.72244589,642800000.0
328,0.0,0.0,47811901.72244589,642800000.0
329,0.0,0.0,47811901.72244589,642800000.0
330,0.0,0.0,47811901.72244589,642800000.0
331,0.0,0.0,47811901.72244589,642800000.0
332,0.0,0.0,47811901.72244589,642800000.0
333,0.0,0.0,47811901.72244589,642800000.0
334,0.0,0.0,47811901.72244589,642800000.0
335,0.0,0.0,47811901.72244589,642800000.0
336,0.0,0.0,47811901.72244589,642800000.0
337,0.0,0.0,47811901.72244589,642800000.0
338,0.0,0.0,47811901.72244589,642800000.0
339,0.0,0.0,47811901.72244589,642800000.0
340,0.0,0.0,47811901.72244589,642800000.0
341,0.0,0.0,47811901.72244589,642800000.0
342,0.0,0.0,47811901.72244589,642800000.0
343,0.0,0.0,47811901.72244589,642800000.0
344,0.0,0.0,47811901.72244589,642800000.0
345,0.0,0.0,47811901.72244589,642800000.0
346,0.0,0.0,47811901.72244589,642800000.0
347,0.0,0.0,47811901.72244589,642800000.0
348,0.0,0.0,47811901.72244589,642800000.0
349,925720.5375121952,7.133717964115822e-05,47811901.72244589,642800000.0
350,0.0,0.0,47811901.72244589,642800000.0
351,0.0,0.0,47811901.72244589,642800000.0
352,0.0,0.0,47811901.72244589,642800000.0
353,0.0,0.0,47811901.72244589,642800000.0
354,0.0,0.0,47811901.72244589,642800000.0
355,0.0,0.0,47811901.72244589,642800000.0
356,0.0,0.0,47811901.72244589,642800000.0
357,0.0,0.0,47811901.72244589,642800000.0
358,0.0,0.0,47811901.72244589,642800000.0
359,0.0,0.0,47811901.72244589,642800000.0
360,276460.4451410478,1.3622010837863406e-05,47811901.72244589,642800000.0
361,0.0,0.0,47811901.72244589,642800000.0
362,0.0,0.0,47811901.72244589,642800000.0
363,0.0,0.0,47811901.72244589,642800000.0
364,0.0,0.0,47811901.72244589,642800000.0
365,0.0,0.0,47811901.72244589,642800000.0
366,0.0,0.0,47811901.72244589,642800000.0
367,0.0,0.0,47811901.72244589,642800000.0
368,0.0,0.0,47811901.72244589,642800000.0
369,0.0,0.0,47811901.72244589,642800000.0
370,0.0,0.0,47811901.72244589,642800000.0
371,0.0,0.0,47811901.72244589,642800000.0
372,0.0,0.0,47811901.72244589,642800000.0
373,0.0,0.0,47811901.72244589,642800000.0
374,0.0,0.0,47811901.72244589,642800000.0
375,0.0,0.0,47811901.72244589,642800000.0
376,0.0,0.0,47811901.72244589,642800000.0
377,0.0,0.0,47811901.72244589,642800000.0
378,0.0,0.0,47811901.72244589,642800000.0
379,0.0,0.0,47811901.72244589,642800000.0
380,0.0,0.0,47811901.72244589,642800000.0
381,0.0,0.0,47811901.72244589,642800000.0
382,9630227.13382304,0.0006324034606917945,47811901.72244589,642800000.0
383,0.0,0.0,47811901.72244589,642800000.0
384,0.0,0.0,47811901.72244589,642800000.0
385,0.0,0.0,47811901.72244589,642800000.0
386,0.0,0.0,47811901.72244589,642800000.0
387,0.0,0.0,47811901.72244589,642800000.0
388,0.0,0.0,47811901.72244589,642800000.0
389,0.0,0.0,47811901.72244589,642800000.0
390,0.0,0.0,47811901.72244589,642800000.0
391,0.0,0.0,47811901.72244589,642800000.0
392,0.0,0.0,47811901.72244589,642800000.0
393,0.0,0.0,47811901.72244589,642800000.0
394,0.0,0.0,47811901.72244589,642800000.0
395,0.0,0.0,47811901.72244589,642800000.0
396,0.0,0.0,47811901.72244589,642800000.0
397,0.0,0.0,47811901.72244589,642800000.0
398,0.0,0.0,47811901.72244589,642800000.0
399,0.0,0.0,47811901.72244589,642800000.0
400,0.0,0.0,47811901.72244589,642800000.0
401,0.0,0.0,47811901.72244589,642800000.0
402,181851.85150284847,1.518356468333779e-05,47811901.72244589,642800000.0
403,0.0,0.0,47811901.72244589,642800000.0
404,785838.4085195349,7.55891220759739e-05,47811901.72244589,642800000.0
405,0.0,0.0,47811901.72244589,642800000.0
406,0.0,0.0,47811901.72244589,642800000.0
407,0.0,0.0,47811901.72244589,642800000.0
408,0.0,0.0,47811901.72244589,642800000.0
409,0.0,0.0,47811901.72244589,642800000.0
410,0.0,0.0,47811901.72244589,642800000.0
411,1164552.61579131,7.160108282304826e-05,47811901.72244589,642800000.0
412,1815367.967890518,0.00013751826424357133,47811901.72244589,642800000.0
413,0.0,0.0,47811901.72244589,642800000.0
414,0.0,0.0,47811901.72244589,642800000.0
415,0.0,0.0,47811901.72244589,642800000.0
416,390557.59540842666,3.138670304217652e-05,47811901.72244589,642800000.0
417,0.0,0.0,47811901.72244589,642800000.0
418,0.0,0.0,47811901.72244589,642800000.0
419,0.0,0.0,47811901.72244589,642800000.0
420,0.0,0.0,47811901.72244589,642800000.0
421,0.0,0.0,47811901.72244589,642800000.0
422,0.0,0.0,47811901.72244589,642800000.0
423,0.0,0.0,47811901.72244589,642800000.0
424,0.0,0.0,47811901.72244589,642800000.0
425,0.0,0.0,47811901.72244589,642800000.0
426,0.0,0.0,47811901.72244589,642800000.0
427,0.0,0.0,47811901.72244589,642800000.0
428,0.0,0.0,47811901.72244589,642800000.0
429,0.0,0.0,47811901.72244589,642800000.0
430,0.0,0.0,47811901.72244589,642800000.0
431,0.0,0.0,47811901.72244589,642800000.0
432,0.0,0.0,47811901.72244589,642800000.0
433,0.0,0.0,47811901.72244589,642800000.0
434,0.0,0.0,47811901.72244589,642800000.0
435,0.0,0.0,47811901.72244589,642800000.0
436,0.0,0.0,47811901.72244589,642800000.0
437,0.0,0.0,47811901.72244589,642800000.0
438,0.0,0.0,47811901.72244589,642800000.0
439,0.0,0.0,47811901.72244589,642800000.0
440,0.0,0.0,47811901.72244589,642800000.0
441,143713.71149070066,1.4332561205527892e-05,47811901.72244589,642800000.0
442,451185.23623430775,4.4198611233505575e-05,47811901.72244589,642800000.0
443,0.0,0.0,47811901.72244589,642800000.0
444,0.0,0.0,47811901.72244589,642800000.0
445,0.0,0.0,47811901.72244589,642800000.0
446,0.0,0.0,47811901.72244589,642800000.0
447,0.0,0.0,47811901.72244589,642800000.0
448,13061.29028555353,8.253255049075827e-07,47811901.72244589,642800000.0
449,0.0,0.0,47811901.72244589,642800000.0
450,0.0,0.0,47811901.72244589,642800000.0
451,0.0,0.0,47811901.72244589,642800000.0
452,3425797.4851199905,0.0001401143843040532,47811901.72244589,642800000.0
453,0.0,0.0,47811901.72244589,642800000.0
454,0.0,0.0,47811901.72244589,642800000.0
455,0.0,0.0,47811901.72244589,642800000.0
456,0.0,0.0,47811901.72244589,642800000.0
457,0.0,0.0,47811901.72244589,642800000.0
458,0.0,0.0,47811901.72244589,642800000.0
459,0.0,0.0,47811901.72244589,642800000.0
460,0.0,0.0,47811901.72244589,642800000.0
461,0.0,0.0,47811901.72244589,642800000.0
462,0.0,0.0,47811901.72244589,642800000.0
463,0.0,0.0,47811901.72244589,642800000.0
464,0.0,0.0,47811901.72244589,642800000.0
465,0.0,0.0,47811901.72244589,642800000.0
466,0.0,0.0,47811901.72244589,642800000.0
467,0.0,0.0,47811901.72244589,642800000.0
468,1188195.8157560865,7.404408023700047e-05,47811901.72244589,642800000.0
469,0.0,0.0,47811901.72244589,642800000.0
470,0.0,0.0,47811901.72244589,642800000.0
471,0.0,0.0,47811901.72244589,642800000.0
472,0.0,0.0,47811901.72244589,642800000.0
473,0.0,0.0,47811901.72244589,642800000.0
474,0.0,0.0,47811901.72244589,642800000.0
475,0.0,0.0,47811901.72244589,642800000.0
476,0.0,0.0,47811901.72244589,642800000.0
477,0.0,0.0,47811901.72244589,642800000.0
478,0.0,0.0,47811901.72244589,642800000.0
479,220282.4787153448,1.4358526597479571e-05,47811901.72244589,642800000.0
480,0.0,0.0,47811901.72244589,642800000.0
481,0.0,0.0,47811901.72244589,642800000.0
482,0.0,0.0,47811901.72244589,642800000.0
483,2930079.9800546477,0.00013549428780186638,47811901.72244589,642800000.0
484,0.0,0.0,47811901.72244589,642800000.0
485,0.0,0.0,47811901.72244589,642800000.0
486,0.0,0.0,47811901.72244589,642800000.0
487,3265519.2720208997,0.0002299422990221109,47811901.72244589,642800000.0
488,0.0,0.0,47811901.72244589,642800000.0
489,0.0,0.0,47811901.72244589,642800000.0
490,0.0,0.0,47811901.72244589,642800000.0
491,0.0,0.0,47811901.72244589,642800000.0
492,0.0,0.0,47811901.72244589,642800000.0
493,0.0,0.0,47811901.72244589,642800000.0
494,0.0,0.0,47811901.72244589,642800000.0
495,0.0,0.0,47811901.72244589,642800000.0
496,0.0,0.0,47811901.72244589,642800000.0
497,0.0,0.0,47811901.72244589,642800000.0
498,0.0,0.0,47811901.72244589,642800000.0
499,274540.79147588095,1.346907784984768e-05,47811901.72244589,642800000.0
500,0.0,0.0,35104935.44747798,1249300000.0
501,2132810.972124157,0.00015305268171833772,35104935.44747798,1249300000.0
502,0.0,0.0,35104935.44747798,1249300000.0
503,0.0,0.0,35104935.44747798,1249300000.0
504,0.0,0.0,35104935.44747798,1249300000.0
505,0.0,0.0,35104935.44747798,1249300000.0
506,0.0,0.0,35104935.44747798,1249300000.0
507,0.0,0.0,35104935.44747798,1249300000.0
508,17569625.991273418,0.0010714959403399244,35104935.44747798,1249300000.0
509,0.0,0.0,35104935.44747798,1249300000.0
510,0.0,0.0,35104935.44747798,1249300000.0
511,0.0,0.0,35104935.44747798,1249300000.0
512,0.0,0.0,35104935.44747798,1249300000.0
513,0.0,0.0,35104935.44747798,1249300000.0
514,0.0,0.0,35104935.44747798,1249300000.0
515,0.0,0.0,35104935.44747798,1249300000.0
516,0.0,0.0,35104935.44747798,1249300000.0
517,0.0,0.0,35104935.44747798,1249300000.0
518,0.0,0.0,35104935.44747798,1249300000.0
519,0.0,0.0,35104935.44747798,1249300000.0
520,0.0,0.0,35104935.44747798,1249300000.0
521,0.0,0.0,35104935.44747798,1249300000.0
522,0.0,0.0,35104935.44747798,1249300000.0
523,0.0,0.0,35104935.44747798,1249300000.0
524,491323.7138402966,4.9048958018679464e-05,35104935.44747798,1249300000.0
525,0.0,0.0,35104935.44747798,1249300000.0
526,0.0,0.0,35104935.44747798,1249300000.0
527,0.0,0.0,35104935.44747798,1249300000.0
528,0.0,0.0,35104935.44747798,1249300000.0
529,0.0,0.0,35104935.44747798,1249300000.0
530,0.0,0.0,35104935.44747798,1249300000.0
531,0.0,0.0,35104935.44747798,1249300000.0
532,0.0,0.0,35104935.44747798,1249300000.0
533,0.0,0.0,35104935.44747798,1249300000.0
534,0.0,0.0,35104935.44747798,1249300000.0
535,0.0,0.0,35104935.44747798,1249300000.0
536,0.0,0.0,35104935.44747798,1249300000.0
537,1281569.2135400702,0.00013471851813817132,35104935.44747798,1249300000.0
538,0.0,0.0,35104935.44747798,1249300000.0
539,0.0,0.0,35104935.44747798,1249300000.0
540,0.0,0.0,35104935.44747798,1249300000.0
541,0.0,0.0,35104935.44747798,1249300000.0
542,0.0,0.0,35104935.44747798,1249300000.0
543,0.0,0.0,35104935.44747798,1249300000.0
544,0.0,0.0,35104935.44747798,1249300000.0
545,0.0,0.0,35104935.44747798,1249300000.0
546,0.0,0.0,35104935.44747798,1249300000.0
547,0.0,0.0,35104935.44747798,1249300000.0
548,2307416.8863420747,0.00017560471557641455,35104935.44747798,1249300000.0
549,0.0,0.0,35104935.44747798,1249300000.0
550,0.0,0.0,35104935.44747798,1249300000.0
551,0.0,0.0,35104935.44747798,1249300000.0
552,0.0,0.0,35104935.44747798,1249300000.0
553,0.0,0.0,35104935.44747798,1249300000.0
554,0.0,0.0,35104935.44747798,1249300000.0
