,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage 0,A.1_Dike Investment Costs 0,A.1_Expected Number of Deaths 0,A.2_Expected Annual Damage 0,A.2_Dike Investment Costs 0,A.2_Expected Number of Deaths 0,A.3_Expected Annual Damage 0,A.3_Dike Investment Costs 0,A.3_Expected Number of Deaths 0,A.4_Expected Annual Damage 0,A.4_Dike Investment Costs 0,A.4_Expected Number of Deaths 0,A.5_Expected Annual Damage 0,A.5_Dike Investment Costs 0,A.5_Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,A.1_Expected Annual Damage 1,A.1_Dike Investment Costs 1,A.1_Expected Number of Deaths 1,A.2_Expected Annual Damage 1,A.2_Dike Investment Costs 1,A.2_Expected Number of Deaths 1,A.3_Expected Annual Damage 1,A.3_Dike Investment Costs 1,A.3_Expected Number of Deaths 1,A.4_Expected Annual Damage 1,A.4_Dike Investment Costs 1,A.4_Expected Number of Deaths 1,A.5_Expected Annual Damage 1,A.5_Dike Investment Costs 1,A.5_Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,A.1_Expected Annual Damage 2,A.1_Dike Investment Costs 2,A.1_Expected Number of Deaths 2,A.2_Expected Annual Damage 2,A.2_Dike Investment Costs 2,A.2_Expected Number of Deaths 2,A.3_Expected Annual Damage 2,A.3_Dike Investment Costs 2,A.3_Expected Number of Deaths 2,A.4_Expected Annual Damage 2,A.4_Dike Investment Costs 2,A.4_Expected Number of Deaths 2,A.5_Expected Annual Damage 2,A.5_Dike Investment Costs 2,A.5_Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
19,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,3,1,7,6,0,0,2,4,6,9,8,6,2,0,6,2,0.0,32694901.094161935,0.0,8157247.716837464,0.0,0.0009160568948443013,0.0,26403379.0,0.0,0.0,16108916.742160894,0.0,27127354.66284551,0.0,0.002781318025353966,408000000.0,2170.1522313299574,0.0,70467370.98959583,0.0,10579913.365956863,0.0,0.0009160568948443013,0.0,35915523.19346817,0.0,0.0,16468039.030477555,0.0,0.0,40273672.383724004,0.0,339000000.0,429.25210970316016,0.0,79442133.58697675,0.0,1267109.1313693386,42818415.6714978,0.00014709969223868687,0.0,56825830.343400426,0.0,0.0,11735979.228376899,0.0,0.0,33738063.888191536,0.0,595100000.0,65.9797951978436
20,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,3,0,6,6,1,1,3,6,9,1,9,4,3,10,6,6,0.0,0.0,0.0,3353824.3160429387,38245121.951764055,0.00038066318576967227,0.0,31398797.0,0.0,0.0,18144080.211109996,0.0,0.0,58176627.77592012,0.0,286800000.0,175.8998060721769,0.0,60717312.84309486,0.0,1631212.439194794,39551990.49295637,0.0001450485710537877,0.0,49679430.88393466,0.0,0.0,13118591.719578456,0.0,0.0,56356521.43899525,0.0,625800000.0,65.62822247812865,0.0,74279044.81985192,0.0,0.0,51168214.926178016,0.0,0.0,33602006.860674635,0.0,0.0,13083732.148447147,0.0,0.0,68944233.29760621,0.0,423600000.0,0.0
21,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,2,1,4,4,2,0,2,10,8,1,9,1,4,0,8,2,0.0,32694901.094161935,0.0,1273391.5325165705,42818415.6714978,0.00018558388295244118,0.0,44215020.0,0.0,0.0,18144080.211109996,0.0,53122571.098286696,0.0,0.00688959788008632,558500000.0,2760.026274436359,0.0,49482953.283970855,0.0,1651583.0538233977,0.0,0.00018558388295244118,0.0,52174408.57580741,0.0,0.0,8552689.812428854,0.0,0.0,48463701.69719181,0.0,339000000.0,53.297396268313314,0.0,56601089.3879755,0.0,0.0,45794696.28355687,0.0,0.0,37165681.42669013,0.0,0.0,13566865.223443497,0.0,0.0,36083175.07140786,0.0,625800000.0,0.0
22,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,4,6,1,8,7,2,2,9,10,1,2,6,4,9,0.0,0.0,0.0,3370876.7320213206,38245121.951764055,0.0032031231541899867,0.0,22167818.0,0.0,0.0,20384338.443195168,0.0,0.0,40273672.383724004,0.0,558500000.0,0.0,0.0,47847947.961454235,0.0,0.0,84054729.79293942,0.0,0.0,23708689.024640225,0.0,0.0,8844942.541352985,0.0,0.0,40832181.47542602,0.0,504600000.0,0.0,0.0,69451514.58336529,0.0,0.0,99203308.7435231,0.0,0.0,46450674.30386155,0.0,0.0,10610661.21783672,0.0,0.0,74324496.76564682,0.0,408000000.0,0.0
23,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,6,8,8,6,6,0,1,4,9,6,3,8,9,0,0.0,0.0,0.0,0.0,81277411.11097889,0.0,15544464.402196297,0.0,0.0040984010447354165,0.0,18144080.211109996,0.0,0.0,48463701.69719181,0.0,473900000.0,536.7626849303838,0.0,60717312.84309486,0.0,0.0,86412979.8334974,0.0,8292351.367325159,20299287.62732069,0.0017015234599125537,0.0,17030766.014881007,0.0,0.0,69494012.52452584,0.0,371400000.0,218.59908119782102,0.0,93341143.08940981,0.0,0.0,105714059.16227537,0.0,0.0,27305605.613085367,0.0,0.0,13993173.978933144,0.0,0.0,0.0,0.0,121200000.0,0.0
24,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,4,4,7,2,6,5,1,0,2,10,10,7,7,8,10,1,0.0,47847947.961454235,0.0,0.0,66045103.44010488,0.0,15544464.402196297,0.0,0.0032787208357883332,0.0,20384338.443195168,0.0,0.0,48463701.69719181,0.0,423600000.0,777.9901503932151,0.0,77940816.8099851,0.0,0.0,72679858.37496203,0.0,3090230.784001581,22167818.198803753,0.000511779722734491,0.0,19956885.896116227,0.0,0.0,76117917.92166035,0.0,371400000.0,116.95249099837088,0.0,53914077.35802528,0.0,0.0,55346643.80574476,0.0,0.0,47288378.07850288,0.0,0.0,25248689.199498966,0.0,0.0,45840284.62585965,0.0,558500000.0,0.0
25,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,3,10,4,8,1,6,7,9,7,6,9,10,0,2,10,9,0.0,95107331.23784721,0.0,1241979.5267804107,38245121.951764055,0.00014163003574562246,0.0,40609051.0,0.0,0.0,18144080.211109996,0.0,23494197.42131146,27578229.96765524,0.0024805687881144303,371400000.0,1520.05700393275,0.0,66955500.83958551,0.0,0.0,68301921.13556223,0.0,0.0,46305275.93114408,0.0,0.0,27582096.442692857,0.0,0.0,62220447.86148453,0.0,710400000.0,0.0,0.0,122126938.94461948,0.0,0.0,92755905.25738023,0.0,0.0,53751394.07594865,0.0,0.0,0.0,0.0,0.0,79490744.8683736,0.0,151900000.0,0.0
26,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,3,5,6,9,2,1,5,5,2,8,9,9,0,9,6,1,0.0,53972506.18695759,0.0,0.0,42818415.6714978,0.0,0.0,28798397.0,0.0,0.0,18144080.211109996,0.0,0.0,53114002.716882035,0.0,625800000.0,0.0,0.0,71824732.26225345,0.0,0.0,40903515.85041174,0.0,0.0,26223123.72554977,0.0,0.0,24550797.743149463,0.0,0.0,54494401.124904625,0.0,492600000.0,0.0,0.0,123390800.32048093,0.0,0.0,65710865.66959872,0.0,0.0,47171604.76053873,0.0,0.0,0.0,0.0,0.0,41444835.6484928,0.0,377300000.0,0.0
27,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,5,6,7,1,7,10,6,10,5,4,1,1,2,0.0,32694901.094161935,0.0,0.0,66045103.44010488,0.0,0.0,34221561.0,0.0,0.0,20384338.443195168,0.0,34903516.36023696,25037214.086173728,0.030580103200862144,504600000.0,0.0,0.0,33812113.83965257,0.0,0.0,89691084.16797711,0.0,0.0,55939153.68721643,0.0,0.0,15488964.177298155,0.0,31344250.619690504,25892757.114369202,0.021315112879344306,492600000.0,0.0,0.0,57724100.47715476,0.0,0.0,59193753.52053109,0.0,0.0,55588125.20342903,0.0,0.0,16048741.564535907,0.0,7706311.698775109,29495175.04561795,0.006917827584606909,151900000.0,0.0
28,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2,1,6,7,8,1,10,0,10,4,9,6,4,9,9,1,0.0,32694901.094161935,0.0,0.0,81277411.11097889,0.0,15544464.402196297,0.0,0.0040984010447354165,0.0,18144080.211109996,0.0,0.0,53114002.716882035,0.0,473900000.0,536.7626849303838,0.0,62792075.375175446,0.0,0.0,50039666.527959466,0.0,0.0,44215020.369581826,0.0,0.0,17030766.014881007,0.0,0.0,71868682.39442644,0.0,371400000.0,0.0,0.0,86206861.98020029,0.0,0.0,134668049.73480532,0.0,0.0,36947279.38044397,0.0,0.0,16048741.564535907,0.0,0.0,45840284.62585965,0.0,121200000.0,0.0
29,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,2,1,1,8,0,7,3,3,6,6,9,9,6,2,6,5,0.0,32694901.094161935,0.0,5618716.563500916,0.0,0.000780381973479212,0.0,24198032.0,0.0,0.0,18144080.211109996,0.0,22282216.22125895,27578229.96765524,0.002926728222694964,408000000.0,1353.8764577126055,0.0,33812113.83965257,0.0,0.0,73315450.27094865,0.0,0.0,34728810.03903501,0.0,0.0,24550797.743149463,0.0,0.0,43073069.52190177,0.0,248500000.0,0.0,0.0,81602588.80011831,0.0,0.0,60528754.73767175,0.0,0.0,42485787.276124075,0.0,0.0,23044369.67745681,0.0,0.0,47987521.930695556,0.0,625800000.0,0.0
30,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,3,5,1,4,2,6,2,8,0,5,10,7,4,3,10,6,0.0,53972506.0,0.0,1263967.9307957224,42818415.6714978,0.00014641598517705373,0.0,37285037.900559425,0.0,0.0,20384338.443195168,0.0,41767960.40168219,30351526.042379983,0.004456786791386267,371400000.0,2628.9068387704865,0.0,38675995.485793315,0.0,0.0,70635856.0,0.0,0.0,0.0,0.0,0.0,19956885.896116227,0.0,0.0,64346573.803287685,0.0,286800000.0,0.0,0.0,58535197.04258445,0.0,0.0,56023334.012626275,0.0,0.0,37679633.778470606,0.0,0.0,17164279.29794789,0.0,0.0,62333435.34517919,0.0,679700000.0,0.0
31,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,3,6,6,6,1,1,3,0,2,3,9,9,0,9,6,0,0.0,60717312.0,0.0,3353824.3160429387,38245121.951764055,0.00038066318576967227,2296057.4108237913,0.0,0.0004789729765161599,0.0,18144080.211109996,0.0,0.0,53114002.716882035,0.0,625800000.0,275.5344698515355,0.0,74279044.81985192,0.0,1631212.439194794,39551990.0,0.0001450485710537877,0.0,22167818.198803753,0.0,0.0,24550797.743149463,0.0,0.0,54494401.124904625,0.0,371400000.0,65.62822247812865,0.0,90869905.81430252,0.0,0.0,51168214.926178016,0.0,0.0,25880022.16783059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377300000.0,0.0
32,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,3,4,5,7,5,4,8,0,6,7,9,5,6,8,1,1,0.0,47847947.0,0.0,0.0,59410102.93073928,0.0,2323776.5226702658,0.0,0.0004894799186116372,0.0,18144080.211109996,0.0,0.0,48463701.69719181,0.0,710400000.0,99.83013230336736,0.0,61736465.68040695,0.0,0.0,63119810.0,0.0,0.0,31398797.71871161,0.0,0.0,14977181.08454659,0.0,0.0,32758526.57082388,0.0,84600000.0,0.0,0.0,92199045.6683257,0.0,0.0,109976656.74177365,0.0,0.0,41865240.721951276,0.0,0.0,20146316.62637926,0.0,0.0,33877913.45329264,0.0,492600000.0,0.0
