,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage 0,A.1_Dike Investment Costs 0,A.1_Expected Number of Deaths 0,A.2_Expected Annual Damage 0,A.2_Dike Investment Costs 0,A.2_Expected Number of Deaths 0,A.3_Expected Annual Damage 0,A.3_Dike Investment Costs 0,A.3_Expected Number of Deaths 0,A.4_Expected Annual Damage 0,A.4_Dike Investment Costs 0,A.4_Expected Number of Deaths 0,A.5_Expected Annual Damage 0,A.5_Dike Investment Costs 0,A.5_Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,A.1_Expected Annual Damage 1,A.1_Dike Investment Costs 1,A.1_Expected Number of Deaths 1,A.2_Expected Annual Damage 1,A.2_Dike Investment Costs 1,A.2_Expected Number of Deaths 1,A.3_Expected Annual Damage 1,A.3_Dike Investment Costs 1,A.3_Expected Number of Deaths 1,A.4_Expected Annual Damage 1,A.4_Dike Investment Costs 1,A.4_Expected Number of Deaths 1,A.5_Expected Annual Damage 1,A.5_Dike Investment Costs 1,A.5_Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,A.1_Expected Annual Damage 2,A.1_Dike Investment Costs 2,A.1_Expected Number of Deaths 2,A.2_Expected Annual Damage 2,A.2_Dike Investment Costs 2,A.2_Expected Number of Deaths 2,A.3_Expected Annual Damage 2,A.3_Dike Investment Costs 2,A.3_Expected Number of Deaths 2,A.4_Expected Annual Damage 2,A.4_Dike Investment Costs 2,A.4_Expected Number of Deaths 2,A.5_Expected Annual Damage 2,A.5_Dike Investment Costs 2,A.5_Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
10,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,7,0,3,8,5,0,8,8,3,7,7,7,1,1,5,0.0,68139002.95605196,0.0,0.0,81277411.11097889,0.0,0.0,37285037.900559425,0.0,0.0,14261651.0,0.0,27065535.416521903,25037214.086173728,0.01848722491065088,679700000.0,0.0,0.0,0.0,0.0,0.0,77731788.71792871,0.0,0.0,48783498.85717299,0.0,0.0,18043296.693530295,0.0,10852876.92514336,25892757.114369202,0.009743064332477347,679700000.0,0.0,0.0,53505596.39437553,0.0,0.0,0.0,0.0,0.0,41424451.656013586,0.0,0.0,22827689.285829473,0.0,0.0,39226048.05564497,0.0,256100000.00000003,0.0
11,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,7,8,4,0,4,4,7,8,9,3,6,1,7,2,1,0.0,68139002.95605196,0.0,118707858.9289751,0.0,0.07790477050880848,0.0,34221561.73832255,0.0,0.0,8453407.0,0.0,0.0,44193513.54513965,0.0,248500000.0,0.0,0.0,96530689.81529896,0.0,4721873.950670161,53358573.6002109,0.0044689135861754326,0.0,47171604.76053873,0.0,0.0,13921319.944150835,0.0,0.0,34890922.39892718,0.0,217800000.0,0.0,0.0,79204113.22740594,0.0,0.0,61034218.726365566,0.0,0.0,67221355.14366962,0.0,0.0,8552689.812428854,0.0,0.0,33877913.45329264,0.0,625800000.0,0.0
12,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,3,6,8,7,4,6,5,0,5,4,7,1,5,1,8,8,0.0,60717312.84309486,0.0,10844571.077514522,53358573.6002109,0.0009397497368258295,11399627.160793483,0.0,0.0018370385490637797,0.0,14261651.0,0.0,7471563.275463662,25037214.086173728,0.0006020799200620558,710400000.0,1180.0370660188337,0.0,93341143.08940981,0.0,0.0,75545709.28696768,0.0,0.0,28798397.130608946,0.0,0.0,7996834.944169203,0.0,0.0,50119747.85172282,0.0,595100000.0,0.0,0.0,109065626.58785194,0.0,0.0,83134875.49901772,0.0,0.0,31233524.305423725,0.0,0.0,14482308.220976796,0.0,0.0,65576349.11267272,0.0,302400000.0,0.0
13,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,9,7,3,9,4,8,5,8,7,5,6,4,5,5,4,0.0,85264360.79025151,0.0,0.0,89992006.20155807,0.0,0.0,28798397.130608946,0.0,59876.56806474907,11068771.0,9.613205009858303e-06,4526346.256437517,36676675.840294495,0.0011432710528680287,248500000.0,103.14669087011194,0.0,92199045.6683257,0.0,0.0,72199611.83370404,0.0,0.0,44105836.36196294,0.0,0.0,14888981.965135604,0.0,0.0,43386182.60834641,0.0,121200000.0,0.0,0.0,72398548.72337665,0.0,0.0,125796828.31598987,0.0,0.0,52966302.29551317,0.0,0.0,14030456.616496868,0.0,0.0,46705901.734148934,0.0,504600000.0,0.0
14,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,3,10,2,1,0,8,7,5,6,7,9,2,2,8,2,2,0.0,95107331.23784721,0.0,76353823.15072446,0.0,0.0060327775443013605,0.0,28798397.130608946,0.0,0.0,18144080.0,0.0,0.0,48463701.69719181,0.0,504600000.0,3219.367269519859,0.0,52132659.76693945,0.0,0.0,81277411.11097889,0.0,0.0,37142787.35178893,0.0,0.0,9921055.044487912,0.0,0.0,36083175.07140786,0.0,408000000.0,0.0,0.0,48931391.129116945,0.0,0.0,95925453.90579535,0.0,0.0,49523925.963579744,0.0,0.0,10610661.21783672,0.0,0.0,38591293.428950265,0.0,30700000.0,0.0
15,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,6,6,2,3,0,0,7,5,9,3,0,10,5,0,7,0.0,60717312.84309486,0.0,19044889.117943343,47842699.56310011,0.013482697802433122,0.0,34221561.73832255,0.0,1194152.566853359,8453407.0,0.0004636707537056183,0.0,36676675.840294495,0.0,589200000.0,0.0,0.0,74279044.81985192,0.0,14683851.644253565,0.0,0.013482697802433122,0.0,36434631.25356607,0.0,920706.8113491276,0.0,0.0004636707537056183,0.0,0.0,0.0,248500000.0,0.0,0.0,55756367.512452744,0.0,9590780.504002282,0.0,0.013482697802433122,0.0,60775757.3657541,0.0,0.0,22546207.784995787,0.0,0.0,52278125.12570561,0.0,558500000.0,0.0
16,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,5,3,10,0,0,2,5,9,6,8,2,5,9,6,10,0.0,53972506.18695759,0.0,75290526.51789749,0.0,0.0177304887456776,0.0,28798397.130608946,0.0,0.0,16108916.0,0.0,0.0,53114002.716882035,0.0,492600000.0,1544.4034468513432,0.0,50028170.357980624,0.0,58049953.17956121,0.0,0.0177304887456776,0.0,48037933.58993338,0.0,0.0,9593245.632838009,0.0,0.0,54494401.124904625,0.0,369700000.0,1544.4034468513432,0.0,124437807.92511085,0.0,9305831.861470481,42818415.6714978,0.004601036493743345,0.0,50257993.2011221,0.0,0.0,15488964.177298155,0.0,0.0,96301480.20693891,0.0,333100000.0,368.61780145899456
17,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,7,0,8,10,8,2,7,3,0,7,2,8,0,3,1,0.0,68139002.95605196,0.0,0.0,99525397.17141615,0.0,0.0,34221561.73832255,0.0,0.0,14261651.0,0.0,46052728.34493333,0.0,0.011197586797892175,423600000.0,1072.238039847761,0.0,0.0,0.0,0.0,113734653.20319429,0.0,0.0,30614425.706703726,0.0,0.0,9276267.630739247,0.0,10852876.92514336,30351526.042379983,0.0035075031596918447,461900000.0,320.3203265944501,0.0,96530689.81529896,0.0,0.0,78395637.58388548,0.0,0.0,0.0,0.0,0.0,21797013.251510076,0.0,1985774.3721161266,27692546.05526525,0.000988381263076202,248500000.0,89.28618143769751
18,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,4,10,1,1,8,7,8,9,3,1,5,7,5,0,4,9,0.0,95107331.23784721,0.0,0.0,81277411.11097889,0.0,0.0,40609051.370577164,0.0,0.0,11068771.0,0.0,73506068.44719654,0.0,0.006005763809872013,504600000.0,4083.2172831696516,0.0,45751251.01339438,0.0,0.0,95925453.90579535,0.0,0.0,32742414.803246547,0.0,0.0,16870630.020646032,0.0,12615223.590705147,33377116.55719709,0.0013715589393335625,408000000.0,888.9486278432896,0.0,47314610.407175586,0.0,0.0,134540885.1733908,0.0,0.0,30380039.37293554,0.0,0.0,16565592.143532231,0.0,0.0,60754466.255862206,0.0,473900000.0,0.0
19,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,4,10,3,7,8,4,1,6,4,5,8,5,6,8,10,0.0,47847947.961454235,0.0,0.0,73315450.27094865,0.0,1217551.5436866062,20299287.62732069,0.0002480615724305599,0.0,11068771.0,0.0,0.0,40273672.383724004,0.0,115300000.0,32.33956789176646,0.0,108788546.34953593,0.0,0.0,102829073.77249548,0.0,0.0,32471721.50286371,0.0,0.0,19055827.37217958,0.0,0.0,59288484.650239885,0.0,0.0,0.0,0.0,67693235.34882392,0.0,0.0,88326013.65660596,0.0,0.0,33404546.548509367,0.0,0.0,17131652.60127922,0.0,0.0,93119506.97666328,0.0,492600000.0,0.0
20,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,4,1,8,8,1,7,4,1,1,10,3,7,9,1,2,1,0.0,32694901.094161935,0.0,99579704.96153936,38245121.951764055,0.00805992193930481,0.0,20299287.62732069,0.0,0.0,8453407.0,0.0,0.0,25037214.086173728,0.0,377300000.0,4837.638542673594,0.0,78906293.24448201,0.0,0.0,75820701.9384239,0.0,2321165.0716850627,20992931.65445226,0.0004985837001842443,0.0,15774177.087914176,0.0,0.0,28520601.682718717,0.0,339000000.0,113.93613777204185,0.0,103240476.15513326,0.0,0.0,69814007.46295644,0.0,0.0,47288378.07850288,0.0,0.0,25389719.508705962,0.0,0.0,27692546.05526525,0.0,339000000.0,0.0
21,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,3,5,9,10,10,2,2,2,2,5,3,0,7,8,7,1,0.0,53972506.18695759,0.0,0.0,99525397.17141615,0.0,0.0,22167818.198803753,0.0,1642153.5934953466,8453407.0,7.7806193198032e-05,0.0,48463701.69719181,0.0,205800000.0,84.11836274828656,0.0,100862333.96227221,0.0,0.0,59917480.02970279,0.0,0.0,23708689.024640225,0.0,1266121.2987186732,0.0,7.7806193198032e-05,0.0,57822503.04461756,0.0,625800000.0,84.11836274828656,0.0,152232058.35935828,0.0,0.0,64082305.638945214,0.0,0.0,32941054.283193544,0.0,0.0,15774177.087914176,0.0,0.0,41444835.6484928,0.0,121200000.0,0.0
22,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,4,1,2,1,6,3,6,10,9,7,10,0,2,8,5,3,0.0,32694901.094161935,0.0,6279837.092941409,66045103.44010488,0.0005623799326962538,0.0,44215020.369581826,0.0,0.0,20384338.0,0.0,0.0,48463701.69719181,0.0,473900000.0,294.0909308091108,0.0,38528245.408799194,0.0,0.0,58528776.36949592,0.0,0.0,56825830.343400426,0.0,0.0,0.0,0.0,0.0,47987521.930695556,0.0,340700000.0,0.0,0.0,36162372.18750358,0.0,0.0,89365785.29291038,0.0,0.0,64796779.66508821,0.0,0.0,10260065.98422112,0.0,0.0,46976468.10462717,0.0,205800000.0,0.0
23,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,2,0,6,6,0,7,10,3,10,6,1,9,2,8,5,0,0.0,0.0,0.0,196399798.36563,0.0,0.019285376036292906,0.0,24198032.45136138,0.0,0.0,6320800.0,0.0,0.0,48463701.69719181,0.0,121200000.0,6686.211975524387,0.0,60717312.84309486,0.0,0.0,73315450.27094865,0.0,0.0,48904262.419328034,0.0,0.0,18764078.956745476,0.0,0.0,47987521.930695556,0.0,595100000.0,0.0,0.0,74279044.81985192,0.0,0.0,125915728.2212456,0.0,0.0,48597379.1728673,0.0,0.0,10260065.98422112,0.0,0.0,0.0,0.0,679700000.0,0.0
24,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3,8,10,5,3,6,7,9,8,5,2,0,1,8,1,0.0,42291505.65437629,0.0,6279837.092941409,59410102.93073928,0.0016871397980887611,0.0,34221561.73832255,0.0,0.0,11068771.0,0.0,50165730.31000521,25037214.086173728,0.012285532764212265,84600000.0,1280.383094302103,0.0,84391019.08195215,0.0,0.0,56594880.86541513,0.0,0.0,51377019.54500462,0.0,0.0,8673386.123878948,0.0,0.0,50119747.85172282,0.0,339000000.0,0.0,0.0,137635110.48481086,0.0,0.0,86412979.8334974,0.0,0.0,63828009.69908875,0.0,0.0,0.0,0.0,0.0,33877913.45329264,0.0,473900000.0,0.0
25,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,2,6,8,7,5,4,7,9,9,5,4,9,6,1,0,0,0.0,60717312.84309486,0.0,6093131.550654783,59410102.93073928,0.000663809462337515,0.0,40609051.370577164,0.0,0.0,9695195.0,0.0,25149658.041733727,25037214.086173728,0.0025610330967571404,461900000.0,1164.1270545295226,0.0,93341143.08940981,0.0,0.0,63119810.20363523,0.0,0.0,54948203.22331534,0.0,0.0,20754111.016738866,0.0,20867871.913943514,0.0,0.0027730837365976327,454300000.0,1033.887411256673,0.0,109065626.58785194,0.0,0.0,99203308.7435231,0.0,0.0,52726581.98679805,0.0,0.0,19480646.274728984,0.0,13629882.94631739,0.0,0.0027730837365976327,248500000.0,1033.887411256673
26,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,3,8,1,3,0,2,4,4,10,7,2,4,5,10,3,7,0.0,76299088.11882158,0.0,194982872.04536593,0.0,0.01526616379705215,0.0,26403379.542306438,0.0,0.0,7332080.0,0.0,0.0,58176627.77592012,0.0,625800000.0,8261.202934259087,0.0,42777793.988470145,0.0,29295818.14231843,42818415.6714978,0.003178197568665142,0.0,50575362.91069633,0.0,0.0,10369102.173848996,0.0,0.0,42472074.853667565,0.0,0.0,1558.4124310931138,0.0,57224736.084339395,0.0,804477.2962145159,57067493.83004433,0.0001427087984640255,0.0,54776206.16509923,0.0,0.0,13541076.666364787,0.0,0.0,68400355.77077262,0.0,217800000.0,64.17573397903695
27,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,3,6,0,7,4,5,6,0,3,9,4,5,10,9,0.0,32694901.094161935,0.0,117026613.74906193,0.0,0.027465979576208024,0.0,28798397.130608946,0.0,0.0,8453407.0,0.0,0.0,36676675.840294495,0.0,625800000.0,2404.9482254610107,0.0,43736642.58893932,0.0,0.0,73315450.27094865,0.0,0.0,37142787.35178893,0.0,0.0,20068358.050828867,0.0,0.0,68819262.88016625,0.0,286800000.0,0.0,0.0,69451514.58336529,0.0,0.0,67507227.7294775,0.0,0.0,0.0,0.0,0.0,14509889.32411875,0.0,0.0,87921168.29205842,0.0,423600000.0,0.0
28,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,4,6,6,0,2,9,10,10,10,1,10,6,2,3,10,6,0.0,60717312.84309486,0.0,13407398.55472954,42818415.6714978,0.001118945897963707,0.0,44215020.369581826,0.0,0.0,20384338.0,0.0,0.0,30351526.042379983,0.0,236500000.0,641.981371868928,0.0,74279044.81985192,0.0,0.0,96247292.83693647,0.0,0.0,61871803.48596607,0.0,0.0,17612721.86183389,0.0,0.0,64346573.803287685,0.0,625800000.0,0.0,0.0,0.0,0.0,0.0,144028739.50353745,0.0,0.0,39749044.10673094,0.0,0.0,12551739.617759947,0.0,0.0,62333435.34517919,0.0,492600000.0,0.0
29,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,3,7,2,8,4,7,6,2,6,0,2,3,0,4,1,7,0.0,68139002.95605196,0.0,6062013.960273679,53358573.6002109,0.0005258255093989716,0.0,22167818.198803753,0.0,0.0,7332080.0,0.0,0.0,33377116.55719709,0.0,369700000.0,245.81232454619246,0.0,47133859.084739044,0.0,0.0,83861897.4597434,0.0,0.0,33581308.01075804,0.0,0.0,9040998.644070243,0.0,0.0,28638824.048855916,0.0,461900000.0,0.0,0.0,103240476.15513326,0.0,0.0,95577543.71455075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52278125.12570561,0.0,492600000.0,0.0
30,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,9,4,10,3,1,5,8,5,0,2,3,9,6,10,4,0.0,85264360.79025151,0.0,26746348.170821022,47842699.56310011,0.002851292574645863,0.0,37285037.900559425,0.0,0.0,7332080.0,0.0,0.0,40273672.383724004,0.0,84600000.0,877.5436987418938,0.0,64743171.28002486,0.0,10828165.899622865,42301223.98575209,0.0015291670452057173,0.0,37679633.778470606,0.0,0.0,9040998.644070243,0.0,0.0,71170875.97737549,0.0,595100000.0,457.78914390860155,0.0,147202038.74337393,0.0,0.0,67956262.1744503,0.0,0.0,0.0,0.0,0.0,21463296.748252474,0.0,0.0,57138065.00672557,0.0,595100000.0,0.0
31,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2,4,7,9,2,3,6,6,5,1,2,5,5,2,2,10,0.0,47847947.961454235,0.0,37144683.88088496,42818415.6714978,0.00383375261855555,0.0,31398797.71871161,0.0,0.0,7332080.0,0.0,0.0,27578229.96765524,0.0,302400000.0,1233.1006595950262,0.0,77940816.8099851,0.0,4721873.950670161,51168214.926178016,0.0006703370379263151,0.0,35230765.83992254,0.0,0.0,11838154.907293083,0.0,0.0,29495175.04561795,0.0,30700000.0,199.30125520837495,0.0,123390800.32048093,0.0,0.0,78127170.81332174,0.0,0.0,29376228.509263735,0.0,0.0,14003786.842357028,0.0,0.0,66545351.287723124,0.0,625800000.0,0.0
32,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,9,0,8,4,0,0,7,3,5,10,4,6,4,6,5,0.0,85264360.79025151,0.0,6124249.1410358865,53358573.6002109,0.000536269630341052,0.0,34221561.73832255,0.0,0.0,20384338.0,0.0,0.0,33377116.55719709,0.0,236500000.0,288.8695840196682,0.0,0.0,0.0,4721873.950670161,0.0,0.000536269630341052,0.0,30614425.706703726,0.0,0.0,13566865.223443497,0.0,0.0,46067050.95978211,0.0,302400000.0,288.8695840196682,0.0,103240476.15513326,0.0,3084099.303479833,0.0,0.000536269630341052,0.0,40298720.95686422,0.0,0.0,20146316.62637926,0.0,0.0,51323103.803664304,0.0,589200000.0,288.8695840196682
